,title,worktype,skill,url,formatted_address,country,latlng
4320,FP&A - Lead Consultant,Full-Time,"['Financial Analysis', 'Revenues', 'Financial Modeling', 'Budgeting', 'Forecasting', 'Finance']",https://www.oilandgasjobsearch.com/job/J3P7ZX6DMZM9BBHT7CX?ipath=CRJR4321,"New York, NY, USA",USA,"{'lat': 40.7127753, 'lng': -74.0059728}"
4321,Power System Protection Software (Technical PM),Full-Time,"['Proposal Writing', 'Marketing', 'Technical Information', 'Customer Experience', 'Proposal (Business)', 'Software Features']",https://www.oilandgasjobsearch.com/job/J3T2566N35L9QWS8T83?ipath=CRJR4322,"Illinois, USA",USA,"{'lat': 40.6331249, 'lng': -89.3985283}"
4322,System Protection Project Engineer / Manager,Full-Time,"['C++ (Programming Language)', 'Sales', 'Java (Programming Language)', 'Marketing', 'Proposal Writing', 'C Sharp (Programming Language)']",https://www.oilandgasjobsearch.com/job/J3Q2X063LHVD77L3PBV?ipath=CRJR4323,"Texas, USA",USA,"{'lat': 31.9685988, 'lng': -99.9018131}"
4323,Project Manager/ Program Manager,Contractor,"['Computational Fluid Dynamics', 'Fuel Cell', 'Membranes', 'Mechanical Engineering', 'Experience Design', 'Fuel Systems']",https://www.oilandgasjobsearch.com/job/J3R4756N2XXD7Q6FFCZ?ipath=CRJR4324,"Nesttun, Bergen, Norway",Norway,"{'lat': 60.31583259999999, 'lng': 5.3481219}"
4324,Senior Software Engineer,Full-Time,"['Software As A Services', 'Big Data', 'Microsoft Azure', 'Scrum (Software Development)', 'Agile Software Development', 'Amazon Web Services']",https://www.oilandgasjobsearch.com/job/J3W05K6SSNJ1BC7QL06?ipath=CRJR4325,"Boston, MA, USA",USA,"{'lat': 42.3600825, 'lng': -71.0588801}"
4325,Senior Software Engineer,Full-Time,"['Software As A Services', 'Big Data', 'Microsoft Azure', 'Scrum (Software Development)', 'Agile Software Development', 'Amazon Web Services']",https://www.oilandgasjobsearch.com/job/J3T25K657Y9FX5HK8CQ?ipath=CRJR4326,"Boston, MA, USA",USA,"{'lat': 42.3600825, 'lng': -71.0588801}"
4326,Consulting - Power Systems Protection Software,Full-Time,"['C++ (Programming Language)', 'Sales', 'Java (Programming Language)', 'Marketing', 'Proposal Writing', 'C Sharp (Programming Language)']",https://www.oilandgasjobsearch.com/job/J3N6XS696FLVNY1FZ10?ipath=CRJR4327,"Houston, TX, USA",USA,"{'lat': 29.7604267, 'lng': -95.3698028}"
4327,"Senior Analyst, Energy Markets",Full-Time,"['Economics', 'Statistics', 'Finance', 'Mathematics', 'Analysis', 'Research']",https://www.oilandgasjobsearch.com/job/J3R6SD6LWR8MS3G3N9G?ipath=CRJR4328,"Washington, DC, USA",USA,"{'lat': 38.9071923, 'lng': -77.0368707}"
4328,Workshop Contractor Coordinator,Full-Time,"['Best Practices', 'Mechanics', 'Production Management', 'Professional Development']",https://www.oilandgasjobsearch.com/job/J2Z86K6VZHL758X4QGX?ipath=CRJR4329,"Cairo, Cairo Governorate, Egypt",Egypt,"{'lat': 30.0444196, 'lng': 31.2357116}"
4330,Senior Project Manager Consultant - Transmission,Full-Time,"['Communication', 'Management', 'Methodologies', 'Leadership', 'Metrics', 'Analysis']",https://www.oilandgasjobsearch.com/job/J3S5QX68PJWRN0D925V?ipath=CRJR4331,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
4331,Web Developer,Full-Time,"['Release Management', 'Web Content Accessibility Guidelines', 'Testing', 'Test Scripts', 'Training', 'Management']",https://www.oilandgasjobsearch.com/job/J3M4P06NWH5C20MPWV3?ipath=CRJR4332,"Manchester, UK",UK,"{'lat': 53.4807593, 'lng': -2.2426305}"
4334,Head of Security,Full-Time,"['Security Management', 'Information Security', 'Time Study', 'Asset Management', 'Oil And Gas', 'Oil Painting']",https://www.oilandgasjobsearch.com/job/J3Q1916RDW5DQXPDJWT?ipath=CRJR4335,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
4335,Senior Geotechnical Engineer (Dams & Tailings),Full-Time,"['Creativity', 'Management', 'Scheduling', 'Consulting', 'Business Development', 'Geotechnical Investigation']",https://www.oilandgasjobsearch.com/job/J3V5FW69BJRC2MRG11V?ipath=CRJR4336,"Perth WA, Australia",Australia,"{'lat': -31.9505269, 'lng': 115.8604572}"
4336,Assistant Engineer (Graduate),Full-Time,"['Professional Engineer', 'Civil Engineering', 'Mentorship']",https://www.oilandgasjobsearch.com/job/J3S4VP5ZY20JWLKHFTD?ipath=CRJR4337,Jeddah Saudi Arabia,Saudi Arabia,"{'lat': 21.485811, 'lng': 39.19250479999999}"
4337,Senior Maintenance Technician - Instrument,Full-Time,"['Test Equipment', 'Torque (Physics)', 'Blueprinting', 'Soldering', 'Pneumatics', 'Electronics']",https://www.oilandgasjobsearch.com/job/J3Q1686GKKQJJPS98ZM?ipath=CRJR4338,Abu Dhabi - United Arab Emirates,UAE,"{'lat': 24.453884, 'lng': 54.3773438}"
4338,Senior People Advisor,Full-Time,"['Industrial Relations', 'Performance Management', 'Retention Management', 'Leadership', 'Complex Problem Solving', 'Negotiation']",https://www.oilandgasjobsearch.com/job/J3N4VK76W3TN1SP67HX?ipath=CRJR4339,"Perth WA, Australia",Australia,"{'lat': -31.9505269, 'lng': 115.8604572}"
4339,Civil Engineer - Site,Full-Time,"['Scheduling', 'Civil Engineering', 'Engineering', 'Foundations', 'Engineering Design Process', 'Bill Of Quantities']",https://www.oilandgasjobsearch.com/job/J3N33C657JC1PW5HYW6?ipath=CRJR4340,"Cairo, Cairo Governorate, Egypt",Egypt,"{'lat': 30.0444196, 'lng': 31.2357116}"
4340,Laboratory Engineer (Power Electronics),Full-Time,"['Prototype (Manufacturing)', 'Testing', 'Troubleshooting (Problem Solving)', 'Scheduling', 'Printed Circuit Board', 'Digital Electronics']",https://www.oilandgasjobsearch.com/job/J3Q5P16N46DH4246CWD?ipath=CRJR4341,"Pasig, Metro Manila, Philippines",Philippines,"{'lat': 14.5763768, 'lng': 121.0851097}"
4341,Electronics Engineering Supervisor/Manager (Power Electronics),Full-Time,"['Process Improvements (Business)', 'Reliability', 'New Product Development', 'Canadian Standards Association', 'Electrical Engineering', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3Q7M56SWK5SS26XBV9?ipath=CRJR4342,"Pasig, Metro Manila, Philippines",Philippines,"{'lat': 14.5763768, 'lng': 121.0851097}"
4342,Senior Lead Specialist I System Integration and Harmonization,Full-Time,"['Business Process Automation', 'Integration', 'Business Process', 'Business Process Improvement', 'Creativity', 'Complex Problem Solving']",https://www.oilandgasjobsearch.com/job/J3W7XK649TJ7WJ1TYQ5?ipath=CRJR4343,"Quezon City, Metro Manila, Philippines",Philippines,"{'lat': 14.6760413, 'lng': 121.0437003}"
4343,PAS Intermediate Engineer,Full-Time,"['Scheduling', 'Functional Requirement', 'Requirements Elicitation', 'Process Control', 'Testing', 'Control Systems']",https://www.oilandgasjobsearch.com/job/J3S456745JC6K5TM60R?ipath=CRJR4344,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
4344,Test Job for Logo,Full-Time,"['Planned Maintenance', 'Portable Appliance Testing', 'Cooling Systems', 'Steering', 'Motor Engine', 'Diesel Engines']",https://www.oilandgasjobsearch.com/job/J307FR66KSNVR9PN3BT?ipath=CRJR4345,"London, UK",UK,"{'lat': 51.5073509, 'lng': -0.1277583}"
4345,Piping Supervisor/Piping Foreman/Welding Foreman/Piping Fitter,Contractor,"['Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Construction']",https://www.oilandgasjobsearch.com/job/J3N6YN6RJN14MMM8323?ipath=CRJR4346,"Thone Gwa, Myanmar (Burma)",Myanmar (Burma),"{'lat': 17.6862244, 'lng': 96.7989312}"
4346,Test Logo Product Job,Full-Time,"['Create Graphic Design', 'Create Digital Design', 'Provide Design Solution', 'Develop Creative Concept', 'Create Aesthetic Visualization', 'Create Illustration']",https://www.oilandgasjobsearch.com/job/JD95396S1NHX6Q8ZL3F?ipath=CRJR4347,"London, UK",UK,"{'lat': 51.5073509, 'lng': -0.1277583}"
4347,Test Job for Logo,,"['Planned Maintenance', 'Portable Appliance Testing', 'Cooling Systems', 'Steering', 'Motor Engine', 'Diesel Engines']",https://www.oilandgasjobsearch.com/job/J2Z43964HCVFBNDFLHN?ipath=CRJR4348,"185 Marcy Ave #306, Brooklyn, NY 11211, USA",USA,"{'lat': 40.707779, 'lng': -73.9580307}"
4348,Senior Civil Engineer- Land Development- Austin,Full-Time,"['Land Development', 'Face Time', 'Physical Education (Pe)', 'Written Communication', 'Verbal Communication', 'Auto Cad']",https://www.oilandgasjobsearch.com/job/J3W8DM6JB46R1TMK47C?ipath=CRJR4349,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
4349,Electronic Technician,Contractor,"['Electronic Engineering', 'Basic Oxygen Process', 'Communications Systems', 'Control Systems', 'Computer Control Systems', 'Fault']",https://www.oilandgasjobsearch.com/job/JDD55J6M0YMKS8L05K0?ipath=CRJR4350,"Wittenoom WA 6751, Australia",Australia,"{'lat': -22.2738995, 'lng': 118.3211638}"
4350,Senior Ecologist (Protected Species),Full-Time,"['Customer Relationship Management', 'Assessments', 'Ecology', 'Leadership', 'Surveys', 'Construction']",https://www.oilandgasjobsearch.com/job/J3M15X60HLV73G2B0SP?ipath=CRJR4351,"Kent, CT, USA",USA,"{'lat': 41.7247554, 'lng': -73.47696429999999}"
4351,"Balance of Plant Commissioning Engineer (Bridgwater, GB)",Full-Time,"['Testing', 'High Performance Computing', 'Complex Problem Solving', 'Communication', 'Infrastructure', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3Q8FC71628T0CRJ9HS?ipath=CRJR4352,"Bridgwater, UK",UK,"{'lat': 51.127889, 'lng': -3.003632}"
4352,Deputy Project Manager - Energy,Full-Time,"['Operations', 'Management', 'Program Management', 'Reports', 'Engineering', 'Project Management']",https://www.oilandgasjobsearch.com/job/J3N28776HTZ3SQ9BZXZ?ipath=CRJR4353,"West New York, NJ 07093, USA",USA,"{'lat': 40.7878788, 'lng': -74.0143064}"
4353,Process Engineer,Full-Time,"['Engineering', 'Systems Engineering']",https://www.oilandgasjobsearch.com/job/J3Q5YL6FTWH68J7FV2N?ipath=CRJR4354,"Sellafield, Seascale, UK",UK,"{'lat': 54.42566919999999, 'lng': -3.4968221}"
4354,Engineering Technician,Full-Time,"['Management', 'Computer Control Systems', 'Installations (Manual/Mechanical)', 'Interpret Drawings', 'Communication', 'Operations']",https://www.oilandgasjobsearch.com/job/J3R5TW7593ZXBYWYWQ4?ipath=CRJR4355,"Huntsville, AL, USA",USA,"{'lat': 34.7303688, 'lng': -86.5861037}"
4355,Technical Manager for Export Cable Supply Module,Full-Time,"['Procurement', 'Quality Management', 'Sourcing (Recruitment)', 'Engineering', 'Manufacturing', 'Reports']",https://www.oilandgasjobsearch.com/job/J3N0L964JJDMLX5BQP6?ipath=CRJR4356,"2820 Gentofte, Denmark",Denmark,"{'lat': 55.748351, 'lng': 12.548642}"
4356,Assistant F/H,Full-Time,"['Réunion', 'Chantier Naval', 'Suivi (Commercial Airline Flight)', 'Anglais', 'Gestion Des Dossiers', 'Autosuffisance']",https://www.oilandgasjobsearch.com/job/J3T0Y56SJS4G5GY3HVL?ipath=CRJR4357,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4357,Dessinateur / projeteur en mécanique industrielle F/H,Full-Time,"['Travaux De Bureau', 'Ingénieur', 'Calcul', 'Inventor', 'Conceptual Design', 'Tuyau']",https://www.oilandgasjobsearch.com/job/J3W4216X6GZHGM6CX6P?ipath=CRJR4358,"44860 Saint-Aignan-Grandlieu, France",France,"{'lat': 47.124134, 'lng': -1.630217}"
4358,Trésorier F/H,Full-Time,"['Station Électrique', 'Animation', 'Gestion', 'Finance Gestion', 'Anglais', 'Esprit (Logiciel De Sauvegarde)']",https://www.oilandgasjobsearch.com/job/J3R24M65RWPZFF7YQYH?ipath=CRJR4359,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4359,Alternance Assistant Gestionnaire de paie F/H,Full-Time,"['Ressources Humaines', 'Cadre (Entreprise)', 'Personne Qualifiée', 'Gestion Des Dossiers', 'Gestion', 'Microsoft Excel']",https://www.oilandgasjobsearch.com/job/J3Q1J4648NZL287VNL1?ipath=CRJR4360,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4360,Conducteur de travaux IRVE F/H,Full-Time,"['Swot', 'Projet (Chaudière)', 'Gestion', 'Pilotage (Navigation Maritime)', 'Formation', 'Liens']",https://www.oilandgasjobsearch.com/job/J3W3KX6H66PQ0JC9CNG?ipath=CRJR4361,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4361,Co-op - Electrical Engineering (Spring 2021),Full-Time,"['Leadership', 'Career Development', 'Electrical Engineering', 'Prototype (Manufacturing)', 'Training', 'Human Resources']",https://www.oilandgasjobsearch.com/job/J3Q04Y6JQG3X2LB6QXF?ipath=CRJR4362,"St. Louis, MO, USA",USA,"{'lat': 38.6270025, 'lng': -90.19940419999999}"
4362,"Co-op - Sales, Air Conditioning (Spring 2021)",Full-Time,"['Analysis', 'Marketing', 'Communication', 'Research', 'Coordinating', 'Attention To Detail']",https://www.oilandgasjobsearch.com/job/J3Q0KV70W17F6802H8W?ipath=CRJR4363,"Sidney, OH 45365, USA",USA,"{'lat': 40.2842164, 'lng': -84.1554987}"
4363,"Co-op - Machining Engineering, Spring 2021 - May Start (Lebanon,",Full-Time,"['Process Improvements (Business)', 'Career Development', 'Leadership', 'Mechanical Engineering', 'Engineering', 'Electrical Engineering']",https://www.oilandgasjobsearch.com/job/J3M26J5X7W8SRR1NY3M?ipath=CRJR4364,"Lebanon, MO 65536, USA",USA,"{'lat': 37.6805967, 'lng': -92.6637865}"
4364,Co-op - Product Planning (Spring 2021 - January Start)),Full-Time,"['Benchmarking (Project Management)', 'Coordinating', 'Marketing', 'Engineering', 'Verbal Communication', 'Written Communication']",https://www.oilandgasjobsearch.com/job/J3V8HJ6B198MCZ43G37?ipath=CRJR4365,"Sidney, OH 45365, USA",USA,"{'lat': 40.2842164, 'lng': -84.1554987}"
4365,Financial Controller,Full-Time,"['Financial Statements', 'Fixed Asset', 'Internal Controls', 'Balance Sheet', 'Generally Accepted Accounting Principles', 'Finance']",https://www.oilandgasjobsearch.com/job/J3W4G273NGS3W8N9VS5?ipath=CRJR4366,"4450 Sissach, Switzerland",Switzerland,"{'lat': 47.4643945, 'lng': 7.810661}"
4366,Software Engineer - Controls,Full-Time,"['Software Quality Assurance (Sqa)', 'Scheduling', 'Bacnet', 'Electrical Engineering', 'Computer Sciences', 'Matlab']",https://www.oilandgasjobsearch.com/job/J3N316757NG0G19TX2J?ipath=CRJR4367,"Kennesaw, GA, USA",USA,"{'lat': 34.0234337, 'lng': -84.6154897}"
4367,Co-op - Innovation Engineering (Spring 2021-January Start),Full-Time,"['Analytical', 'Coordinating', 'Verbal Communication', 'Written Communication', 'Prototype (Manufacturing)', 'Prototype (Computer Science)']",https://www.oilandgasjobsearch.com/job/J3V7B96Y8XRN539MW4Q?ipath=CRJR4368,"Dayton, OH, USA",USA,"{'lat': 39.7589478, 'lng': -84.1916069}"
4368,Marketing Specialist,Full-Time,"['Marketing Communications', 'Brand Management', 'Scheduling', 'Event Planning', 'Marketing', 'Marketing Management']",https://www.oilandgasjobsearch.com/job/J3P2XV6K9H6GBHF1GBV?ipath=CRJR4369,"Boise, ID, USA",USA,"{'lat': 43.6150186, 'lng': -116.2023137}"
4370,Responsable d'Affaires Maintenance CFA SSI,Full-Time,"['Autosuffisance', 'Ingénieur', 'Travail', 'Qualité (Business)', 'Formation', 'Station Électrique']",https://www.oilandgasjobsearch.com/job/J3S2236XGD2B9DHW944?ipath=CRJR4371,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4371,Electricien F/H,Full-Time,"['Personne Qualifiée', 'Autosuffisance', 'Dépannage (Résolution De Problèmes)', 'Formation', 'Bep', 'Ecarts De Conversion Cumulés (Cta)']",https://www.oilandgasjobsearch.com/job/J3S3TK7150XJVJV65CL?ipath=CRJR4372,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4372,Conducteur de travaux Génie Climatique,Full-Time,"['Garant', 'Brevet De Technicien Supérieur', 'Client De Messagerie', 'Réunion', 'Personne Qualifiée', 'Chantier Naval']",https://www.oilandgasjobsearch.com/job/J3Q2FJ5Z90B1CVMBZT8?ipath=CRJR4373,"Provence-Alpes-Côte d'Azur, France",France,"{'lat': 43.9351691, 'lng': 6.0679194}"
4373,Senior Mechanical Engineer (Vessels/Static),Full-Time,"['Manufacturing Processes', 'Prototype (Manufacturing)', 'Creo Elements/Pro (Computer Aided Design Software)', 'Engineering', 'Microsoft Office', 'Manufacturing Engineering']",https://www.oilandgasjobsearch.com/job/J3T5JW5XHMF3926TYP4?ipath=CRJR4374,"Westminster, London, UK",UK,"{'lat': 51.4974948, 'lng': -0.1356583}"
4374,Network Operations Engineer,Full-Time,"['Subnetting', 'Supernetwork', 'Ip Addressing', 'Lan Switching', 'Computer Sciences', 'Computer Engineering']",https://www.oilandgasjobsearch.com/job/J3N2KZ76ZTSG3YDRJJ6?ipath=CRJR4375,"Quezon City, Metro Manila, Philippines",Philippines,"{'lat': 14.6760413, 'lng': 121.0437003}"
4375,Senior Firmware Test Engineer – V&V,Full-Time,"['Test Strategy', 'Test Management', 'Functional Testing', 'Test Planning', 'Test Automation', 'Traceability Matrix']",https://www.oilandgasjobsearch.com/job/J3M4Z662WY8X47SV9FX?ipath=CRJR4376,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4376,Senior Civil Structural Engineer,Contractor,"['Structural Engineering', 'Civil Engineering', 'Geotechnical Engineering', 'Staad', 'Scheduling', 'Foundation (Framework)']",https://www.oilandgasjobsearch.com/job/J3T2ZY73RB6W90LJW51?ipath=CRJR4377,"Walton-on-Thames, UK",UK,"{'lat': 51.38847, 'lng': -0.416969}"
4377,Lead Electrical Engineer,Contractor,"['Refinery', 'Phase (Waves)', 'Construction', 'Purchasing', 'German Language', 'Interface']",https://www.oilandgasjobsearch.com/job/J2R5N072FBLYCY0NFQG?ipath=CRJR4378,"290 Madison Ave, New York, NY 10017, USA",USA,"{'lat': 40.7518206, 'lng': -73.9802134}"
4378,Senior Procurement Consultant,Full-Time,"['Service Delivery', 'Self Motivation', 'Infrastructure', 'Procurement']",https://www.oilandgasjobsearch.com/job/J336YV5YVCHNLXH1JC4?ipath=CRJR4379,"London, UK",UK,"{'lat': 51.5073509, 'lng': -0.1277583}"
4379,Senior Project Manager Consultant - Transmission,Full-Time,"['Communication', 'Management', 'Methodologies', 'Leadership', 'Metrics', 'Analysis']",https://www.oilandgasjobsearch.com/job/J3Q7NC79J2632DZK799?ipath=CRJR4380,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
4380,Principal Civil & Structural Engineer,Contractor,"['Civil Engineering', 'Structural Engineering', 'Scheduling', 'Geotechnical Engineering', 'Staad', 'Bidding']",https://www.oilandgasjobsearch.com/job/J3W3TQ6G7L896YW304F?ipath=CRJR4381,"Surrey, UK",UK,"{'lat': 51.31475930000001, 'lng': -0.5599501}"
4381,Competitive Power Markets Consultant,Full-Time,"['Dutch Language', 'German Language', 'Arabic Language', 'English Language', 'French Languages', 'Market Development']",https://www.oilandgasjobsearch.com/job/J3P3XK6757BF985GRRV?ipath=CRJR4382,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
4384,Fluids / Mud Engineer,Full-Time,"['Operations', 'Engineering']",https://www.oilandgasjobsearch.com/job/J311XC6ZN57TVJVJ3NT?ipath=CRJR4385,"Erbil, Iraq",Iraq,"{'lat': 36.190073, 'lng': 43.9930303}"
4385,Drilling Superintendent,Full-Time,"['Well Control', 'Snubbing', 'Self Motivation', 'Mpd (Programming Language)', 'Workover', 'Well Testing']",https://www.oilandgasjobsearch.com/job/JD63KT66N39V3X544J0?ipath=CRJR4386,"Erbil, Iraq",Iraq,"{'lat': 36.190073, 'lng': 43.9930303}"
4386,EC&I Technician,,"['Control Of Substances Hazardous To Health (Coshh)', 'High Voltage', 'Maintenance', 'Comp Ex', 'Control Of Major Accident Hazards Regulations']",https://www.oilandgasjobsearch.com/job/J304PS6VT5MQHB8CSRF?ipath=CRJR4387,"185 Marcy Ave #306, Brooklyn, NY 11211, USA",USA,"{'lat': 40.707779, 'lng': -73.9580307}"
4387,COATING INSPECTOR (PS-2),Contractor,"['Scheduling', 'Refurbishment', 'Oil Painting', 'Non Destructive Testing (Ndt)']",https://www.oilandgasjobsearch.com/job/J3M1556352YMZJBQPM0?ipath=CRJR4388,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
4388,Senior Power Markets Consultant,Full-Time,"['German Language', 'Dutch Language', 'Arabic Language', 'English Language', 'French Languages', 'Self Motivation']",https://www.oilandgasjobsearch.com/job/J3P29V6HTRN4WJG2NWF?ipath=CRJR4389,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
4389,Energy Networks Specialist - Consulting Director,Full-Time,"['Dutch Language', 'German Language', 'Selling Techniques', 'French Languages', 'Operations', 'Business Development']",https://www.oilandgasjobsearch.com/job/J3N6JD6TN7VNG7FM92M?ipath=CRJR4390,"Brussels, Belgium",Belgium,"{'lat': 50.8503396, 'lng': 4.3517103}"
