,title,employer,location,worktype,skill
4093,Process Engineer -Urgent,OILANDGAS,London,Full-Time,"['Team Working', 'Process Simulation', 'Process Engineering', 'Self Motivation', 'Assertive', 'Chemical Engineering']"
4094,Nuclear Engineers,OILANDGAS,"Tadley, Hampshire",Full-Time,"['Mechanical Engineering', 'Electrical Engineering', 'Engineering', 'Nuclear Power', 'Hazard And Operability Study', 'Hazard Identification']"
4095,"Lead Engineer - DMT (Paris, GB)",EDF Energy,Paris,Full-Time,"['Engineering', 'Mechanical Engineering', 'Engineering Design Process', 'Installations (Manual/Mechanical)', 'Manufacturing', 'Scheduling']"
4096,Nuclear Waste Technical Lead,CH2M & Jacobs,Paris,Full-Time,"['Gestion', 'Planification', 'Portable Document Format', 'Délai', 'Communication De Données', 'Animation']"
4097,Project Manager,OILANDGAS,London,Full-Time,"['Project Management Professional', 'Project Management', 'P Rojects In Controlled Environments Version 2 (Prince2)', 'Scrum (Software Development)', 'Matrix Management', 'Agile Software Development']"
4098,Executive Admin Assistant,OILANDGAS,"Milan, Lombardia",Contractor,"['Microsoft Access', 'Microsoft Outlook', 'Microsoft Power Point', 'Scheduling', 'Reports', 'Microsoft Excel']"
4099,"Field Service Engineer Xt - Andhra, India",OILANDGAS,"Andhra Thārhi, Bihar",Contractor,"['Testing', 'Self Motivation', 'Installations (Manual/Mechanical)', 'Control Systems', 'Stress Management', 'Operations']"
4100,"Field Service Engineer - Andhra, India",OILANDGAS,"Andhra Thārhi, Bihar",Contractor,"['Testing', 'Self Motivation', 'Installations (Manual/Mechanical)', 'Control Systems', 'Stress Management', 'Maintenance']"
4101,Logistics Officer,Lagos,Full-Time,,"['Contract Management', 'Procurement', 'Logistics Management', 'Operations', 'Transport Management Systems', 'Health Safety And Environment']"
4102,Test Case,New York,Full-Time,,[]
4103,Process Engineer,Vivid Resourcing,Cologne,Contractor,"['German Language', 'Assembling', 'Hazard And Operability Study', 'Flowcharts', 'Sil Lum (Shaolin) Kung Fu', 'Engineering']"
4104,Mechanical Design Coordinator,Vivid Resourcing,Cologne,Contractor,"['Solid Works (Cad)', '3 D Modeling']"
4105,High Voltage Control Engineer for Offshore Operations,OILANDGAS,"Vlissingen, Zeeland province",Full-Time,"['Switchgear', 'Low Voltage', 'High Voltage', 'Installations (Manual/Mechanical)', 'Management', 'Oil And Gas']"
4106,Energy storage specialist,OILANDGAS,"Singapore, Singapore",Full-Time,"['Due Diligence', 'Feasibility Studies', 'Engineering', 'Storage (Warehousing)', 'Engineering Design Process', 'Electrical Engineering']"
4107,Senior OHW Engineer,OILANDGAS,"Sydney, New South Wales",Full-Time,['Electric Power Systems']
4108,Senior Project Engineer-Horizontal Directional Drilling Design (,OILANDGAS,"Pearland, Texas",Full-Time,"['Scheduling', 'Chinese Language', 'Spanish Language', 'English Language', 'Engineering', 'Engineering Design Process']"
4109,Projectleider Wegenonderhoud,Brunel - Netherlands,Oost-Vlaanderen,Full-Time,"['Wegdek (Beton/Asfalt)', 'Technische Dienst (Luchtmacht)', 'Technische Dienst (Marine)']"
4110,Werkvoorbereider,Brunel - Netherlands,"Eindhoven, Noord-Brabant",Full-Time,"['Elektrotechniek', 'Kwaliteit (Verantwoordelijk Voor)', 'Administratie (Onderwijs)', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)', 'Installatietechniek']"
4111,PCS7 Programmierer,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Elektrotechnik', 'Certified Forensic Consultant', 'Microsoft Excel', 'Simatic S5 Sps', 'Werkzeuge Zur Programmierung', 'Religi̦ser Text']"
4112,CAD-Systemplaner für die Versorgungstechnik,Brunel - Netherlands,Sachsen,Full-Time,"['Erwachsenenbildung', 'Professional Development', 'Pferdepflege', 'Aftersales', 'Dokumentation', 'Computer Aided Design']"
4113,Werkvoorbereider,Brunel - Netherlands,"Utrecht, Utrecht",Full-Time,"['Planning', 'Regie (Filmproducties)', 'Regie (Videoproducties)', 'Regie (Musicalproducties)', 'Regie (Cabaretproducties)', 'Regie (Tv Producties)']"
4114,Kalkulator TGA Versorgungstechnik,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Meister', 'Professional Development', 'Edv', 'Versorgungstechnik', 'Technik (Unterricht)', 'Bauwesen (Unterricht)']"
4115,Traineeship Bouwkunde,Brunel - Netherlands,"Groningen, Groningen",Full-Time,"['Vlieguren (Minder Dan 250)', 'Vlieguren (Tussen 250 En 1500)', 'Vlieguren (Meer Dan 1500)']"
4116,Vorrichter Rohrleitungs- und Anlagenbau,Brunel - Netherlands,"Bremen, Bremen",Full-Time,['Dokumentation (Prozessindustrie)']
4117,"Bauleiter Holzbau, Hausbau",Brunel - Netherlands,"Augsburg, Bayern",Full-Time,"['Dokumentation (Prozessindustrie)', 'Professional Development', 'Sicherheitsanforderungsanalyse', 'Internet', 'Command Controls', 'Zeitpunkt']"
4118,Safety Advisor - Investigations Specialist,Brunel - Netherlands,"Sarnia, Lambton, Ontario",Full-Time,"['Auditing', 'Self Motivation', 'Passionate', 'National Examination Board In Occupational Safety And Health (Nebosh) Certified', 'Occupational Health', 'Communication']"
4119,Projectleider Bouw en Infra,Brunel - Netherlands,"Groningen, Groningen",Full-Time,"['Space Planning', 'Floor Planning', 'Drawing', 'Sketchup (3d Modeling Software)', 'Autodesk Revit', 'Architectural Drawing']"
4120,Verpackungstechnologe / Verpackungsmittelmechaniker,Brunel - Netherlands,Niedersachsen,Full-Time,"['Zeichnen (Unterricht)', 'Produktionsplanung (Fertigung)', 'Berufsausbildung Mit Abitur', 'Logistik', 'Zusammenarbeit', 'Erlebnisp� Dagogik']"
4121,Bauleiter Brückenbau,Brunel - Netherlands,Niedersachsen,Full-Time,"['Studiengang Kulturwirt', 'Bau', 'Professional Development', 'Konstruktiver Ingenieurbau', 'Leitung (Multimedia Entwicklungsprogramm)', 'Aftersales']"
4122,Konstrukteur mit AVEVA E3D für die Rohrleitungsplanung,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Zeichnen (Unterricht)', 'Professional Development', 'Computer Aided Design', 'Zeitpunkt', 'Pipeline Planung']"
4123,Technischer Produktdesigner | Technischer Systemplaner,Brunel - Netherlands,"Rotenburg, Niedersachsen",Full-Time,"['Technischer Produktdesigner', 'Schiffbau', 'Professional Development', 'Deutsche Sprache', 'Inventor', 'Erlebnisp� Dagogik']"
4124,Bouwkundig Inspecteur Schade,Brunel - Netherlands,"Groningen, Groningen",Full-Time,"['Woningen (Makelaarsdij)', 'Woningen (Beheer)']"
4125,Field Engineer - Electrical,Bechtel OG & C,"Monaca, Pennsylvania",Full-Time,"['Subcontracting', 'Procurement', 'Human Resources', 'Documentation', 'Installations (Manual/Mechanical)', 'Scheduling']"
4126,Field Engineer - Piping,Bechtel OG & C,"Monaca, Pennsylvania",Full-Time,"['Petrochemical', 'Construction', 'Technical Support', 'Confined Spaces', 'Personal Protective Equipment', 'Scheduling']"
4127,Field Engineer - Piping,Bechtel OG & C,"Monaca, Pennsylvania",Full-Time,"['Petrochemical', 'Construction', 'Technical Support', 'Confined Spaces', 'Personal Protective Equipment', 'Scheduling']"
4128,Plant Manager,OILANDGAS,"Ciudad Juárez, Chihuahua",Full-Time,"['Manufacturing', 'Operations', 'Operations Management', 'Engineering', 'Quality Management Systems', 'Manufacturing Engineering']"
4129,Maintenance Technician Intern,OILANDGAS,"Chanhassen, Minnesota",Full-Time,"['Personal Protective Equipment', 'Complex Problem Solving', 'Production Equipment Controls', 'Maintenance', 'Automation', 'Preventive Maintenance']"
4130,Rohrleitungskonstrukteur,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Dokumentation', 'Softwares', 'Maschinenbau', 'Architectural Engineering', 'Erlebnisp� Dagogik', 'Entwicklung (Fotografie)']"
4131,Bauingenieur Rückbau,Brunel - Netherlands,Niedersachsen,Full-Time,"['Deutsche Sprache', 'Berechnungen', 'Bauingenieurwesen', 'Arbeitsschutz', 'Konstruktiver Ingenieurbau', 'Aftersales']"
4132,Bauleiter im Bereich TGA,Brunel - Netherlands,Niedersachsen,Full-Time,"['Bauingenieurwesen', 'Bau', 'Rolle (Physik)', 'Aftersales', 'Architektur', 'Projektkoordination']"
4133,Stabiliteitstekenaar,Brunel - Netherlands,West-Vlaanderen,Full-Time,"['Planning', 'Tekenen (Onderricht Geven)']"
4134,Maintenance Engineer,Brunel - Netherlands,"Eindhoven, Noord-Brabant",Full-Time,"['Planning', 'Onderhoud (Schilderwerk)', 'Machines (Ontwerp)', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)']"
4135,"BTA, MTA oder Laborant in der pharmazeutischen Industrie",Brunel - Netherlands,Niedersachsen,Full-Time,"['Medizin', 'Biochemie', 'Mikrobiologie', 'Professional Development', 'Gmp (Good Manufacturing Practice)', 'Aftersales']"
4136,Vermessungsingenieur Geoinformationssysteme,Brunel - Netherlands,"Heilbronn, Baden-Württemberg",Full-Time,"['B (Programming Language)', 'Professional Development', 'Arc Gis (Gis Software)', 'Geod� T', 'Computer Aided Design', 'Stimmen (Akkordeon)']"
4137,Berechnungsingenieur Thermodynamik / Mechanik,Brunel - Netherlands,"Aachen, Nordrhein-Westfalen",Full-Time,"['Ls Dyna', 'Dokumentation (Prozessindustrie)', 'Aftersales', 'Mechanisch', 'Ansys (Cae Software)', 'Transport']"
4138,Bauleiter TGA,Brunel - Netherlands,"Villingen-Schwenningen, Baden-Württemberg",Full-Time,"['Leitung (Multimedia Entwicklungsprogramm)', 'Professional Development', 'Planung (Ausbildung)']"
4139,Technischer Produktdesigner / Technischer Zeichner AVEVA,Brunel - Netherlands,"Kiel, Schleswig-Holstein",Full-Time,"['Dokumentation (Prozessindustrie)', 'Professional Development', 'Artikel Design', 'Computer Aided Design', 'Sketch (Zeichnung)', 'Haushalt']"
4140,Mechatroniker/ Elektroniker für die Instandhaltung,Brunel - Netherlands,"Lubeck, Schleswig-Holstein",Full-Time,"['Professional Development', 'Instandhaltung', 'Automatisierungstechnik (Unterricht)', 'Behebung', 'Wartung (Medizinisch Technische Ger� Te)', 'Fehlererkennung Und Korrektur']"
4141,Medizinische Fachkraft im Blutentnahme-Dienst,Brunel - Netherlands,"Mannheim, Baden-Württemberg",Full-Time,"['Empfang', 'Sicherstellung (Recht)', 'Medical Assistant', 'Die Vorbereitung', 'Religi̦ser Text', 'Berufsausbildung Mit Abitur']"
4142,Ingenieur Maschinen und Apparatebau,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Zusammenarbeit', 'Maschinenbau', 'Verhandlung', 'Studium', 'Job Costing']"
4143,"TGA-Ingenieur im Bereich Heizung, Lüftung und Sanitär",Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Aftersales', 'Studium']"
4144,Elektrokonstrukteur mit Ruplan,OILANDGAS,"Berlin, Berlin",Full-Time,"['Steuerungstechnik', 'Elektrotechnik', 'Elektrokonstruktion', 'Konstruktion (Funktechnik)', 'Transcoding', 'Automatisierung']"
4145,Electrical Specialist,Brunel - Netherlands,Doha,Full-Time,"['Assemblies', 'Fabrication', 'Hydraulics', 'Instrumentation', 'Vibrations', 'Calibration']"
4146,Instandhalter / Mitarbeiter für die Instandhaltung,Brunel - Netherlands,Saarland,Full-Time,"['Professional Development', 'Electronic Engineering', 'Instandhaltung', 'Manufacturing Operations', 'Berufsausbildung Mit Abitur', 'Erlebnisp� Dagogik']"
4147,Traineeship BIM,Brunel - Netherlands,"Rotterdam, Zuid-Holland",Full-Time,"['Duiken (Specialisatie Bij De Marine)', 'Duiken (Explosievenopruiming)', 'Duiken', 'Duiken (Bouw)', 'Duiken (Opleiding Geven)', 'Techniek (Onderwijs Geven)']"
4148,Technischer Redakteur,Brunel - Netherlands,"Lubeck, Schleswig-Holstein",Full-Time,"['Enterprise Resource Planning', 'Dokumentation', 'Produkte Von Microsoft', 'Lektorat', 'Leistungsoptimierung', 'Erlebnisp� Dagogik']"
4149,Projektingenieur Leitungsplanung,Brunel - Netherlands,"Ummendorf, Baden-Württemberg",Full-Time,"['Berechnungen', 'B (Programming Language)', 'Klasse', 'Suche (Personalrekrutierung)', 'Computer Aided Design', 'Planung (Ausbildung)']"
4150,Ingenieur/Techniker für den Bereich EMSR-Planung,Brunel - Netherlands,Bayern,Full-Time,"['Dokumentation (Prozessindustrie)', 'Aftersales', 'Konstruktion (Funktechnik)', 'Certified Verband Vorstands', 'Computer Aided Design', 'Englisch (Sprachunterricht)']"
4151,Projektassistenz,OILANDGAS,"Berlin, Berlin",Full-Time,"['Professional Development', 'Pferdepflege', 'Aftersales', 'Planung (Ausbildung)', 'Treffen', 'Haushalt']"
4152,Bauleiter / Projektleiter für Freileitungen,Brunel - Netherlands,"Mannheim, Baden-Württemberg",Full-Time,"['Elektrotechnik', 'Bauingenieurwesen', 'Projektstrukturplan', 'Dokumentation (Prozessindustrie)', 'Professional Development', 'Kosten Controling']"
4153,Bauingenieur/Bauleiter,Brunel - Netherlands,Baden-Württemberg,Full-Time,"['Microsoft Office', 'Professional Development', 'Architectural Engineering', 'Tarifverhandlungen', 'Acceptance Testing']"
4154,Junior Bauingenieur,Brunel - Netherlands,Niedersachsen,Full-Time,"['Erwachsenenbildung', 'Dokumentation (Prozessindustrie)', 'Kanal', 'Energie (Rationeller Einsatz)', 'Professional Development', 'Vor']"
4155,Elektriker / Elektroniker MSR-Fachkraft,Brunel - Netherlands,"Mannheim, Baden-Württemberg",Full-Time,"['Instandsetzung', 'Professional Development', 'Elektrischer Strom', 'Pneumatischer Muskel', 'E (Programming Language)', 'Elektro']"
4156,Jurist - Schwerpunkt Datenschutz,Brunel - Netherlands,"Braunschweig, Niedersachsen",Full-Time,"['Microsoft Excel', 'Microsoft Office', 'Erwachsenenbildung', 'Information Datenschutz', 'Beratung (Pr� Ventive Tierpflege)', 'Deutsch (Sprachunterricht)']"
4157,Test Ingenieur Brandschutzprodukte,Brunel - Netherlands,"Augsburg, Bayern",Full-Time,"['Erwachsenenbildung', 'Dokumentation (Prozessindustrie)', 'Maschinenbau', 'Feldforschung', 'Die Vorbereitung', 'Religi̦ser Text']"
4158,Bauleiter Tiefbau,Brunel - Netherlands,Niedersachsen,Full-Time,"['Komplette Androgenresistenz', 'Professional Development', 'Planung (Ausbildung)', 'Humanressourcen', 'Feilschen', 'Berufliche Rehabilitation']"
4159,Bauzeichner,Brunel - Netherlands,Bayern,Full-Time,"['Kreatives Denken', 'Montage (Filmproduktion)', 'Computer Aided Design', 'Berufsausbildung Mit Abitur', 'Planung (Ausbildung)', 'Erlebnisp� Dagogik']"
4160,Strategischer Einkäufer Warengruppe Marketing,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Interner Zinsfu��', 'Wirtschaftsingenieurwesen', 'Die Vorbereitung', 'Betriebswirtschaftslehre', 'Analyse']"
4161,Bauzeichner / Konstrukteur,Brunel - Netherlands,"Braunschweig, Niedersachsen",Full-Time,"['Aftersales', 'Edv', 'Glaser', 'Deutsch (Sprachunterricht)', 'Computer Aided Design', 'Berufsausbildung Mit Abitur']"
4162,Ingenieur verfahrenstechnische Rohrleitungsplanung,Brunel - Netherlands,"Mannheim, Baden-Württemberg",Full-Time,"['Projektstrukturplan', 'Professional Development', 'Verifizierung', 'Aftersales', 'Verfahrenstechnik (Technische Aspekte)', 'Technik (Unterricht)']"
4163,Qualifizierer mit PCS7-Erfahrung,Brunel - Netherlands,"Ravensburg, Baden-Württemberg",Full-Time,['Centroid']
4164,Verfahrensingenieur,Brunel - Netherlands,Nordrhein-Westfalen,Full-Time,"['Dokumentation (Prozessindustrie)', 'Package (Uml)', 'Softwares', 'Unternehmen', 'Holismus', 'Planung (Ausbildung)']"
4165,Betriebsingenieur EMSR / Prozessleittechnik,Brunel - Netherlands,Sachsen,Full-Time,"['Studiengang Kulturwirt', 'Elektrotechnik', 'Sensorik (Lebensmittelpr� Fung)', 'Microsoft Visio', 'Ms Project', 'Automatisierungstechnik (Unterricht)']"
4166,Systemingenieur Piping Schiffbau / Rohrleitungsbau / Versorgungs,Brunel - Netherlands,"Rendsburg, Schleswig-Holstein",Full-Time,['Versorgungstechnik']
4167,Prozessplaner im Anlagenbau,Brunel - Netherlands,Sachsen,Full-Time,"['Die Industrialisierung', 'Elektrotechnik', 'Maschinenbau', 'Wirtschaftsingenieurwesen', 'Konstruktion (Funktechnik)', 'Mechatronik']"
4168,Front End Developer,Brunel - Netherlands,"Saskatoon, Saskatoon (Div. 11), Saskatchewan",Full-Time,"['Git', 'Amazon Web Services', 'Hyper Text Markup Language (Html)', 'Java Script (Programming Language)', 'Computer Science', 'Cascading Style Sheets (Css)']"
4169,Processing Maintenance Technician,Brunel - Netherlands,Arizona,Full-Time,"['Computer Literacy', 'Data Entry', 'Microsoft Outlook']"
4170,BIM Modelleur,Brunel - Netherlands,"Groningen, Groningen",Full-Time,"['Elektrotechniek', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)', 'Installatietechniek']"
4171,Technischer Zeichner AutoCAD,Brunel - Netherlands,Schleswig-Holstein,Full-Time,"['Professional Development', 'Produkte Von Microsoft', 'Computer Aided Design', 'Sketch (Zeichnung)', 'Auto Cad']"
4172,Technischer Zeichner Marinetechnik,Brunel - Netherlands,"Rendsburg, Schleswig-Holstein",Full-Time,"['Fertigung (Elektrisch/Telefon)', 'Montage (Filmproduktion)', 'Auto Cad', 'Professional Development', 'Aftersales', 'Konstruktion (Funktechnik)']"
4173,Construction Manager,Brunel - Netherlands,"Eindhoven, Noord-Brabant",Full-Time,['Installatietechniek']
4174,Chemieingenieur,Brunel - Netherlands,Niedersachsen,Full-Time,"['Berechnungen', 'Verfahrenstechnik (Technische Aspekte)', 'Kontinuierlicher Verbesserungsprozess', 'Leistungsoptimierung', 'Technische Beratung', 'Fertigungsprozesse']"
4175,Bauleiter Anlagenbau,Brunel - Netherlands,Baden-Württemberg,Full-Time,"['Projektstrukturplan', 'Infrastruktur', 'Maschinenbau', 'Erlebnisp� Dagogik', 'Sicherheit', 'Baumanagement']"
4176,Bauingenieur / Konstrukteur Stahlbau,Brunel - Netherlands,"Ummendorf, Baden-Württemberg",Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Bauingenieurwesen', 'Berechnungen', 'B (Programming Language)', 'Klasse', 'Architectural Engineering']"
4177,Leaching Supervisor,Brunel - Netherlands,"Lower Miami, Arizona",Full-Time,"['Scheduling', 'Management', 'Operations', 'Coaching And Mentoring', 'Hardworking And Dedicated', 'Training']"
4178,Project Manager - Construction,Brunel - Netherlands,"Georgetown, East Berbice-Corentyne",Full-Time,"['Scheduling', 'Management', 'Construction', 'Subcontracting', 'Project Management', 'Architecture']"
4179,Uitvoerder Bouw & Infra,Brunel - Netherlands,"Groningen, Groningen",Full-Time,"['Planning', 'Kwaliteit (Verantwoordelijk Voor)', 'Netwerken (Bewaking)', 'Techniek (Onderwijs Geven)', 'Auto Cad']"
4180,Projectingenieur Infrastructuur,Brunel - Netherlands,West-Vlaanderen,Full-Time,['Leiding (Multimediaontwikkelingsprogramma)']
4181,EMSR-Ingenieur oder EMSR Techniker,Brunel - Netherlands,"Köln, Nordrhein-Westfalen",Full-Time,"['Ms Office', 'Elektro', 'Gliederung Der Zubereitung Von Speisen', 'Automatisierungstechnik (Unterricht)', 'Maschinenbau', 'Elektrotechnik']"
4182,Chemielaborant in der Abteilung Testing,Brunel - Netherlands,"Salzbergen, Niedersachsen",Full-Time,"['Kumulative Umrechnungsdifferenz (Cta)', 'Professional Development']"
4183,Processing Tailings Technician,Brunel - Netherlands,Arizona,Full-Time,"['Health Care', 'Hospitalization', 'Registration', 'Nursing Homes', 'Clinical Works', 'Medical Terminology']"
4184,Bauingenieur / Elektroingenieur Mobilfunkplanung,Brunel - Netherlands,"Ummendorf, Baden-Württemberg",Full-Time,"['Projektbewertungen', 'Differentialgeometrie', 'Resource Planning', 'B (Programming Language)', 'Klasse', 'Aftersales']"
4185,Elektroingenieur TGA,Brunel - Netherlands,Niedersachsen,Full-Time,"['Technische Gase', 'Heizen Und K� Hlen', 'Steuer Theorien', 'Infrastruktur', 'Elektro', 'Planung (Ausbildung)']"
